"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"23 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"IMMOB.HOTELIERE";"FR0000036980";"IMHO";"Euronext Paris";"EUR";"1.29";"1.29";"1.29";"1.29";"01/10/2007 00:00";"CET";"1";"1.00"
"IMMOBEL";"BE0003599108";"IMMO";"Euronext Brussels";"EUR";"53.20";"53.60";"52.60";"53.00";"22/01/2019 17:13";"CET";"2765";"147128.20"
"IMOB.C GRAO PARA";"PTGPA0AP0007";"GPA";"Euronext Lisbon";"EUR";"0.15";"0.15";"0.15";"0.15";"22/01/2019 21:30";"BST";"127";"19.05"
"IMPLANET";"FR0010458729";"ALIMP";"Euronext Growth Paris";"EUR";"0.153";"0.157";"0.145";"0.151";"22/01/2019 16:54";"CET";"203542";"30007.46"
"IMPRESA,SGPS";"PTIPR0AM0000";"IPR";"Euronext Lisbon";"EUR";"0.15";"0.15";"0.1464";"0.149";"22/01/2019 22:29";"BST";"143205";"21114.72"
"IMPRIMERIE CHIRAT";"FR0000065773";"MLIMP";"Euronext Access Paris";"EUR";"12.00";"12.00";"12.00";"12.00";"18/01/2019 11:30";"CET";"1";"12.00"
"INAPA-INV.P.GESTAO";"PTINA0AP0008";"INA";"Euronext Lisbon";"EUR";"0.078";"0.079";"0.078";"0.079";"22/01/2019 20:23";"BST";"11000";"859.00"
"INAPA-PREF S/ VOTO";"PTINA2VP0019";"INAP";"Euronext Lisbon";"EUR";"0.10";"0.10";"0.10";"0.10";"11/12/2018 21:30";"BST";"9281";"928.10"
"INDLE FIN.ENTREPR.";"FR0000066219";"INFE";"Euronext Paris";"EUR";"53.00";"53.00";"53.00";"53.00";"08/01/2019 11:30";"CET";"54";"2862.00"
"INFOCLIP";"FR0011158823";"MLIFC";"Euronext Access Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"07/01/2019 16:30";"CET";"60";"108.00"
"INFOTEL";"FR0000071797";"INF";"Euronext Paris";"EUR";"43.90";"44.30";"43.20";"43.60";"22/01/2019 17:35";"CET";"2026";"88341.25"
"ING GROEP N.V.";"NL0011821202";"INGA";"Euronext Amsterdam, Brussels";"EUR";"10.28";"10.372";"10.144";"10.372";"22/01/2019 17:38";"CET";"12618301";"130238449.56"
"INGENICO GROUP";"FR0000125346";"ING";"Euronext Paris";"EUR";"52.24";"52.58";"52.02";"52.08";"22/01/2019 17:35";"CET";"190970";"9969169.46"
"INNATE PHARMA";"FR0010331421";"IPH";"Euronext Paris";"EUR";"7.02";"7.07";"6.855";"6.94";"22/01/2019 17:35";"CET";"201447";"1397975.38"
"INNELEC MULTIMEDIA";"FR0000064297";"INN";"Euronext Paris";"EUR";"4.76";"4.76";"4.56";"4.57";"22/01/2019 16:39";"CET";"5132";"23781.88"
"INNOVADERMA PLC";"GB00BT9PTW34";"MLIDP";"Euronext Access Paris";"EUR";"0.70";"0.70";"0.70";"0.70";"05/09/2016 15:00";"CET";"75";"52.50"
"INSIDE SECURE";"FR0010291245";"INSD";"Euronext Paris";"EUR";"1.75";"1.782";"1.58";"1.63";"22/01/2019 17:37";"CET";"205298";"339480.09"
"INSTALLUX";"FR0000060451";"STAL";"Euronext Paris";"EUR";"334.00";"334.00";"334.00";"334.00";"17/01/2019 16:30";"CET";"30";"10020.00"
"INTEGRAGEN";"FR0010908723";"ALINT";"Euronext Growth Paris";"EUR";"1.655";"1.74";"1.625";"1.63";"22/01/2019 17:35";"CET";"58942";"97859.92"
"INTEL CORP";"US4581401001";"INCO";"Traded not listed Brussels";"USD";"48.00";"48.00";"48.00";"48.00";"18/01/2019 17:20";"CET";"10";"420.98"
"INTERPARFUMS";"FR0004024222";"ITP";"Euronext Paris";"EUR";"42.10";"43.35";"41.50";"42.50";"22/01/2019 17:35";"CET";"31901";"1355590.75"
"INTERTRUST";"NL0010937058";"INTER";"Euronext Amsterdam";"EUR";"14.20";"14.51";"14.20";"14.40";"22/01/2019 17:35";"CET";"56560";"816318.04"
"INTERVEST OFF-WARE";"BE0003746600";"INTO";"Euronext Brussels";"EUR";"20.80";"21.00";"20.80";"20.90";"22/01/2019 17:35";"CET";"18884";"394453.00"
"INTEXA";"FR0000064958";"ITXT";"Euronext Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"19/12/2018 11:30";"CET";"43";"98.90"
"INTLE PLANT.HEVEAS";"FR0000036857";"SIPH";"Euronext Paris";"EUR";"81.80";"83.70";"81.80";"83.70";"22/01/2019 17:29";"CET";"145";"11866.70"
"INTRASENSE";"FR0011179886";"ALINS";"Euronext Growth Paris";"EUR";"0.245";"0.245";"0.228";"0.228";"22/01/2019 16:22";"CET";"47041";"10879.93"
"INVENTIVA";"FR0013233012";"IVA";"Euronext Paris";"EUR";"5.90";"5.98";"5.66";"5.80";"22/01/2019 17:35";"CET";"9840";"57291.88"
"INVIBES ADVERTSING";"BE0974299316";"ALINV";"Euronext Growth Paris";"EUR";"6.30";"6.30";"6.30";"6.30";"22/01/2019 16:25";"CET";"1990";"12537.00"
"IOC HOLDING";"BE6200101556";"MLIOC";"Euronext Access Paris";"EUR";"0.25";"0.25";"0.25";"0.25";"22/01/2019 11:30";"CET";"322";"80.50"
"IPSEN";"FR0010259150";"IPN";"Euronext Paris";"EUR";"120.60";"121.40";"119.25";"119.65";"22/01/2019 17:35";"CET";"62725";"7533314.95"
"IPSEN NV19";"FR0013391661";"IPNNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"IPSOS";"FR0000073298";"IPS";"Euronext Paris";"EUR";"21.30";"21.50";"21.20";"21.36";"22/01/2019 17:35";"CET";"44378";"946919.94"
"IPSOS NV19";"FR0013391687";"IPSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ISA";"PTIAN0AM0001";"ALISA";"Euronext Growth Lisbon";"EUR";"5.15";"5.15";"5.15";"5.15";"03/12/2013 20:30";"BST";"500";"2575.00"
"IT LINK";"FR0000072597";"ITL";"Euronext Paris";"EUR";"7.12";"7.12";"7.06";"7.06";"22/01/2019 17:35";"CET";"40";"282.46"
"ITESOFT";"FR0004026151";"ITE";"Euronext Paris";"EUR";"3.78";"3.78";"3.70";"3.70";"22/01/2019 11:45";"CET";"751";"2798.78"
"ITS GROUP";"FR0000073843";"ITS";"Euronext Paris";"EUR";"4.91";"4.91";"4.91";"4.91";"22/01/2019 09:00";"CET";"1";"4.91"
"IVALIS";"FR0010082305";"ALIVA";"Euronext Growth Paris";"EUR";"22.00";"22.00";"22.00";"22.00";"24/10/2017 17:38";"CET";"50";"1100.00"
"J.MARTINS,SGPS";"PTJMT0AE0001";"JMT";"Euronext Lisbon";"EUR";"12.535";"12.535";"12.345";"12.45";"22/01/2019 22:35";"BST";"675983";"8407527.49"
"JACQUES BOGART";"FR0012872141";"JBOG";"Euronext Paris";"EUR";"6.18";"6.20";"6.16";"6.20";"22/01/2019 11:47";"CET";"219";"1352.78"
"JACQUET METAL SCE";"FR0000033904";"JCQ";"Euronext Paris";"EUR";"16.60";"16.60";"16.30";"16.50";"22/01/2019 17:35";"CET";"19028";"313323.74"
"JC DECAUX NV19";"FR0013393410";"DECNV";"Euronext Paris";"EUR";"25.14";"25.14";"25.14";"25.14";"22/01/2019 11:30";"CET";"5907";"148501.98"
"JC DECAUX SA.";"FR0000077919";"DEC";"Euronext Paris";"EUR";"25.64";"26.06";"25.54";"25.80";"22/01/2019 17:35";"CET";"113442";"2926448.12"
"JENSEN-GROUP";"BE0003858751";"JEN";"Euronext Brussels";"EUR";"35.00";"36.20";"35.00";"36.10";"22/01/2019 16:16";"CET";"3160";"112449.10"
"JSA TECHNOLOGY";"FR0010680033";"MLJSA";"Euronext Access Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"26/02/2014 15:00";"CET";"2500";"175.00"
"KALRAY";"FR0010722819";"ALKAL";"Euronext Growth Paris";"EUR";"17.44";"18.498";"17.44";"18.00";"22/01/2019 17:35";"CET";"11488";"206570.23"
"KARDAN";"NL0000113652";"KARD";"Euronext Amsterdam";"EUR";"0.091";"0.0914";"0.09";"0.091";"22/01/2019 16:16";"CET";"71623";"6487.20"
"KAS BANK";"NL0000362648";"KA";"Euronext Amsterdam";"EUR";"6.20";"6.20";"6.06";"6.06";"22/01/2019 17:35";"CET";"5587";"34238.17"
"KAUFMAN ET BROAD";"FR0004007813";"KOF";"Euronext Paris";"EUR";"33.98";"33.98";"32.88";"33.60";"22/01/2019 17:35";"CET";"18321";"611626.78"
"KBC";"BE0003565737";"KBC";"Euronext Brussels";"EUR";"59.32";"60.70";"59.16";"60.06";"22/01/2019 17:35";"CET";"723604";"43417887.30"
"KBC ANCORA";"BE0003867844";"KBCA";"Euronext Brussels";"EUR";"39.82";"40.18";"39.56";"39.72";"22/01/2019 17:35";"CET";"25852";"1029458.96"
"KENDRION";"NL0000852531";"KENDR";"Euronext Amsterdam";"EUR";"22.05";"22.05";"21.45";"21.45";"22/01/2019 17:35";"CET";"21305";"467713.75"
"KERING";"FR0000121485";"KER";"Euronext Paris";"EUR";"408.90";"415.20";"406.40";"410.00";"22/01/2019 17:35";"CET";"181715";"74489187.70"
"KERLINK";"FR0013156007";"ALKLK";"Euronext Growth Paris";"EUR";"2.78";"2.85";"2.70";"2.70";"22/01/2019 17:37";"CET";"10583";"29467.45"
"KEYRUS";"FR0004029411";"KEY";"Euronext Paris";"EUR";"5.14";"5.32";"5.14";"5.22";"22/01/2019 17:29";"CET";"4694";"24657.80"
"KEYWARE TECH.";"BE0003880979";"KEYW";"Euronext Brussels";"EUR";"0.88";"0.948";"0.88";"0.948";"22/01/2019 17:35";"CET";"2370";"2189.41"
"KEYYO";"FR0000185621";"ALKEY";"Euronext Growth Paris";"EUR";"33.90";"33.90";"33.80";"33.80";"22/01/2019 17:16";"CET";"43743";"1483952.80"
"KIADIS";"NL0011323407";"KDS";"Euronext Amsterdam, Brussels";"EUR";"10.12";"10.20";"9.50";"9.75";"22/01/2019 17:35";"CET";"336356";"3291269.67"
"KINEPOLIS GROUP";"BE0974274061";"KIN";"Euronext Brussels";"EUR";"50.90";"51.30";"50.90";"51.00";"22/01/2019 17:35";"CET";"10820";"552075.50"
"KKO INT WARRANT A";"FR0013381951";"KKOWA";"Euronext Growth Paris, Brussels";"EUR";"0.0005";"0.0005";"0.0005";"0.0005";"07/01/2019 12:10";"CET";"800";"0.40"
"KKO INTERNATIONAL";"FR0013374667";"ALKKO";"Euronext Growth Paris, Brussels";"EUR";"0.149";"0.15";"0.129";"0.131";"22/01/2019 15:48";"CET";"86722";"11582.30"
"KLEPIERRE";"FR0000121964";"LI";"Euronext Paris";"EUR";"28.05";"28.36";"28.00";"28.04";"22/01/2019 17:35";"CET";"582184";"16369317.56"
"KORIAN";"FR0010386334";"KORI";"Euronext Paris";"EUR";"33.60";"33.80";"33.20";"33.48";"22/01/2019 17:35";"CET";"61953";"2072346.12"
"KPN KON";"NL0000009082";"KPN";"Euronext Amsterdam";"EUR";"2.482";"2.513";"2.481";"2.495";"22/01/2019 17:36";"CET";"13081915";"32643040.23"
"KRIEF GROUP";"FR0004152700";"MLKRI";"Euronext Access Paris";"EUR";"1.37";"1.37";"1.37";"1.37";"11/01/2019 16:30";"CET";"338";"463.06"
"L'OREAL";"FR0000120321";"OR";"Euronext Paris";"EUR";"198.20";"199.50";"197.30";"198.70";"22/01/2019 17:35";"CET";"340270";"67568646.80"
"L'OREAL NV19";"FR0013383247";"ORNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LA FONCIERE VERTE";"FR0000039638";"LFVE";"Euronext Paris";"EUR";"57.00";"57.00";"57.00";"57.00";"07/03/2018 11:30";"CET";"1";"57.00"
"LACROIX SA";"FR0000066607";"LACR";"Euronext Paris";"EUR";"21.20";"21.60";"21.20";"21.60";"22/01/2019 17:29";"CET";"1287";"27400.20"
"LAFARGEHOLCIM LTD";"CH0012214059";"LHN";"Euronext Paris";"EUR";"40.99";"41.66";"40.99";"41.32";"22/01/2019 17:35";"CET";"23291";"963137.34"
"LAFUMA";"FR0000035263";"LAF";"Euronext Paris";"EUR";"22.40";"22.60";"22.40";"22.60";"21/01/2019 16:30";"CET";"98";"2200.40"
"LAGARDERE S.C.A.";"FR0000130213";"MMB";"Euronext Paris";"EUR";"22.66";"22.96";"22.66";"22.90";"22/01/2019 17:35";"CET";"113755";"2602545.03"
"LANSON-BCC";"FR0004027068";"LAN";"Euronext Paris";"EUR";"29.20";"29.40";"29.20";"29.20";"22/01/2019 14:35";"CET";"172";"5046.60"
"LATECOERE";"FR0000032278";"LAT";"Euronext Paris";"EUR";"2.895";"2.895";"2.85";"2.89";"22/01/2019 17:35";"CET";"82183";"236876.25"
"LAURENT-PERRIER";"FR0006864484";"LPE";"Euronext Paris";"EUR";"93.00";"93.00";"91.20";"92.40";"22/01/2019 17:35";"CET";"140";"12922.80"
"LAVIDE HOLDING";"NL0010545679";"LVIDE";"Euronext Amsterdam";"EUR";"0.52";"0.54";"0.52";"0.535";"21/01/2019 17:18";"CET";"4000";"2112.25"
"LDC";"FR0013204336";"LOUP";"Euronext Paris";"EUR";"108.00";"109.00";"108.00";"108.50";"22/01/2019 17:35";"CET";"499";"54198.50"
"LE TANNEUR";"FR0000075673";"LTAN";"Euronext Paris";"EUR";"2.04";"2.06";"2.04";"2.06";"11/01/2019 16:30";"CET";"102";"208.12"
"LEASINVEST";"BE0003770840";"LEAS";"Euronext Brussels";"EUR";"90.00";"91.20";"90.00";"90.00";"22/01/2019 17:35";"CET";"1070";"96616.40"
"LEBON";"FR0000121295";"LBON";"Euronext Paris";"EUR";"136.00";"140.00";"131.00";"135.50";"22/01/2019 15:41";"CET";"465";"62849.00"
"LECTRA";"FR0000065484";"LSS";"Euronext Paris";"EUR";"20.85";"20.95";"20.65";"20.70";"22/01/2019 17:35";"CET";"5633";"116918.95"
"LECTRA NV19";"FR0013391695";"LSSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LEGRAND";"FR0010307819";"LR";"Euronext Paris";"EUR";"51.20";"51.36";"50.86";"51.10";"22/01/2019 17:35";"CET";"398086";"20340686.18"
"LES HOTELS BAVEREZ";"FR0007080254";"ALLHB";"Euronext Growth Paris";"EUR";"64.50";"65.00";"64.50";"65.00";"18/01/2019 16:30";"CET";"134";"8658.00"
"LESNXCONSTRUCTEURS";"FR0004023208";"LNC";"Euronext Paris";"EUR";"33.40";"39.50";"33.40";"39.50";"22/01/2019 17:35";"CET";"5437";"195394.40"
"LEXIBOOK LINGUIST.";"FR0000033599";"ALLEX";"Euronext Growth Paris";"EUR";"0.91";"0.91";"0.91";"0.91";"22/01/2019 09:00";"CET";"400";"364.00"
"LILLY AND CO";"US5324571083";"LLY";"Euronext Paris";"EUR";"104.00";"104.00";"99.50";"100.00";"18/01/2019 17:35";"CET";"814";"83696.50"
"LINEDATA SERVICES";"FR0004156297";"LIN";"Euronext Paris";"EUR";"35.60";"35.85";"35.05";"35.55";"22/01/2019 17:35";"CET";"1829";"64745.60"
"LISGRAFICA";"PTLIG0AE0002";"LIG";"Euronext Lisbon";"EUR";"0.009";"0.009";"0.009";"0.009";"22/01/2019 21:30";"BST";"700";"6.30"
"LISI";"FR0000050353";"FII";"Euronext Paris";"EUR";"25.00";"25.20";"24.80";"25.10";"22/01/2019 17:35";"CET";"7176";"179708.80"
"LITHO FORMAS";"PTLIT0AE0005";"LIT";"Euronext Access Lisbon";"EUR";"0.258";"0.258";"0.258";"0.258";"24/12/2018 16:30";"BST";"20";"5.16"
"LLEIDA";"ES0105089009";"ALLLN";"Euronext Growth Paris";"EUR";"1.12";"1.12";"1.11";"1.11";"22/01/2019 16:30";"CET";"201";"223.12"
"LNA SANTE";"FR0004170017";"LNA";"Euronext Paris";"EUR";"46.70";"47.30";"46.60";"46.80";"22/01/2019 17:35";"CET";"3624";"169781.50"
"LOCASYSTEM INTL";"FR0004155208";"MLLOI";"Euronext Access Paris";"EUR";"3.50";"3.50";"3.50";"3.50";"25/08/2017 11:30";"CET";"1";"3.50"
"LOCINDUS";"FR0000121352";"LD";"Euronext Paris";"EUR";"26.50";"26.60";"26.50";"26.50";"22/01/2019 17:35";"CET";"4517";"119721.00"
"LOGIC INSTRUMENT";"FR0000044943";"ALLOG";"Euronext Growth Paris";"EUR";"0.636";"0.668";"0.626";"0.668";"22/01/2019 17:16";"CET";"3490";"2189.70"
"LOGIS CONFORT";"ES0105333001";"MLLOG";"Euronext Access Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LOMBARD ET MEDOT";"FR0006205019";"MLCAC";"Euronext Access Paris";"EUR";"13.80";"13.80";"13.80";"13.80";"22/01/2019 11:30";"CET";"20";"276.00"
"LOTUS BAKERIES";"BE0003604155";"LOTB";"Euronext Brussels";"EUR";"2300.00";"2320.00";"2260.00";"2320.00";"22/01/2019 17:35";"CET";"296";"682260.00"
"LUCASBOLS";"NL0010998878";"BOLS";"Euronext Amsterdam";"EUR";"15.50";"15.55";"15.35";"15.55";"22/01/2019 17:16";"CET";"83";"1280.90"
"LUCIBEL";"FR0011884378";"ALUCI";"Euronext Growth Paris";"EUR";"1.134";"1.134";"1.082";"1.122";"22/01/2019 17:20";"CET";"2521";"2802.38"
"LUMIBIRD";"FR0000038242";"LBIRD";"Euronext Paris";"EUR";"12.96";"12.96";"12.34";"12.82";"22/01/2019 17:35";"CET";"18849";"236202.16"
"LUX-AIRPORT CERT";"LU0092846210";"LUXA";"Euronext Brussels";"EUR";"220.00";"220.00";"220.00";"220.00";"22/01/2019 16:38";"CET";"193";"42460.00"
"LV4S";"BE6201089735";"MLV4S";"Euronext Access Paris";"EUR";"1.10";"1.10";"1.10";"1.10";"16/01/2019 11:38";"CET";"770";"847.00"
"LVMH";"FR0000121014";"MC";"Euronext Paris";"EUR";"256.00";"258.45";"255.20";"257.10";"22/01/2019 17:35";"CET";"560124";"143926165.15"
"LVMH NV19";"FR0013390648";"MCNV";"Euronext Paris";"EUR";"251.50";"251.50";"251.50";"251.50";"21/01/2019 11:30";"CET";"15";"3772.50"
"LYSOGENE";"FR0013233475";"LYS";"Euronext Paris";"EUR";"1.675";"1.675";"1.665";"1.675";"22/01/2019 17:35";"CET";"751";"1257.43"
"M.R.M";"FR0000060196";"MRM";"Euronext Paris";"EUR";"1.41";"1.41";"1.41";"1.41";"22/01/2019 11:30";"CET";"554";"781.14"
"M2I";"FR0013270626";"ALMII";"Euronext Growth Paris";"EUR";"5.25";"5.25";"5.25";"5.25";"22/01/2019 09:00";"CET";"1";"5.25"
"MADE";"FR0010328302";"MLMAD";"Euronext Access Paris";"EUR";"3.16";"3.16";"3.16";"3.16";"21/01/2019 11:30";"CET";"40";"126.40"
"MADVERTISE";"FR0010812230";"ALMNG";"Euronext Growth Paris";"EUR";"0.441";"0.441";"0.44";"0.44";"22/01/2019 12:45";"CET";"5915";"2602.60"
"MAGILLEM";"FR0010827741";"MLMGL";"Euronext Access Paris";"EUR";"8.50";"8.50";"8.50";"8.50";"22/01/2019 16:30";"CET";"491";"4173.50"
"MAINSTAY MEDICAL";"IE00BJYS1G50";"MSTY";"Euronext Paris";"EUR";"4.12";"4.12";"4.12";"4.12";"22/01/2019 17:28";"CET";"23";"94.76"
"MAIS.ANTOINE BAUD";"FR0000061657";"MLMAB";"Euronext Access Paris";"EUR";"116.00";"116.00";"116.00";"116.00";"28/12/2018 16:30";"CET";"80";"9280.00"
"MAISON CLIO BLUE";"FR0011092089";"MLCLI";"Euronext Access Paris";"EUR";"1.94";"1.94";"1.94";"1.94";"16/01/2019 16:30";"CET";"2000";"3880.00"
"MAISONS D''AUJOURD";"FR0010515742";"MLMAI";"Euronext Access Paris";"EUR";"0.66";"0.66";"0.66";"0.66";"14/01/2019 11:30";"CET";"100";"66.00"
"MAISONS DU MONDE";"FR0013153541";"MDM";"Euronext Paris";"EUR";"21.20";"21.34";"20.62";"20.80";"22/01/2019 17:35";"CET";"106005";"2205138.92"
"MAISONS FRANCE";"FR0004159473";"MFC";"Euronext Paris";"EUR";"34.85";"35.25";"34.60";"34.85";"22/01/2019 17:35";"CET";"4332";"151404.30"
"MAKHEIA BSA";"FR0013356656";"MAKBS";"Euronext Growth Paris";"EUR";"0.0013";"0.0013";"0.0013";"0.0013";"31/12/2018 09:00";"CET";"255";"0.33"
"MAKHEIA GROUP";"FR0000072993";"ALMAK";"Euronext Growth Paris";"EUR";"1.37";"1.37";"1.33";"1.34";"22/01/2019 14:23";"CET";"11548";"15485.55"
"MALTERIES FCO-BEL.";"FR0000030074";"MALT";"Euronext Paris";"EUR";"605.00";"605.00";"605.00";"605.00";"22/01/2019 16:30";"CET";"907";"548735.00"
"MANITOU BF";"FR0000038606";"MTU";"Euronext Paris";"EUR";"23.95";"23.95";"23.30";"23.45";"22/01/2019 17:35";"CET";"9152";"215755.15"
"MANUTAN INTL";"FR0000032302";"MAN";"Euronext Paris";"EUR";"60.80";"66.80";"60.00";"62.20";"22/01/2019 17:35";"CET";"2760";"173674.60"
"MARATHON OIL CORP";"US5658491064";"MROIL";"Traded not listed Brussels";"USD";"59.00";"-";"-";"59.00";"03/11/2005 00:00";"CET";"-";"-"
"MAROC TELECOM";"MA0000011488";"IAM";"Euronext Paris";"EUR";"13.30";"13.80";"13.30";"13.50";"22/01/2019 17:25";"CET";"1590";"21497.15"
"MARTIFER";"PTMFR0AM0003";"MAR";"Euronext Lisbon";"EUR";"0.49";"0.49";"0.468";"0.489";"22/01/2019 17:40";"BST";"20081";"9484.24"
"MASTRAD";"FR0004155687";"ALMAS";"Euronext Growth Paris";"EUR";"0.463";"0.488";"0.46";"0.478";"22/01/2019 10:48";"CET";"11998";"5568.40"
"MAUNA KEA TECH";"FR0010609263";"MKEA";"Euronext Paris";"EUR";"2.34";"2.37";"2.325";"2.34";"22/01/2019 17:35";"CET";"10124";"23817.06"
"MAUREL ET PROM";"FR0000051070";"MAU";"Euronext Paris";"EUR";"3.53";"3.53";"3.405";"3.435";"22/01/2019 17:35";"CET";"99024";"342671.51"
"MBWS";"FR0000060873";"MBWS";"Euronext Paris";"EUR";"2.70";"2.76";"2.70";"2.705";"22/01/2019 17:35";"CET";"15168";"41589.50"
"MBWS BSAR 2023";"FR0013066313";"MBWSZ";"Euronext Paris";"EUR";"1.20";"1.20";"1.20";"1.20";"21/12/2018 11:35";"CET";"2951";"3541.20"
"MCPHY ENERGY";"FR0011742329";"MCPHY";"Euronext Paris";"EUR";"4.745";"4.88";"4.68";"4.74";"22/01/2019 17:18";"CET";"23072";"110404.31"
"MDXHEALTH";"BE0003844611";"MDXH";"Euronext Brussels";"EUR";"1.282";"1.306";"1.256";"1.26";"22/01/2019 17:35";"CET";"161486";"207495.37"
"MECELEC BSA DEC19";"FR0012057149";"MCBS2";"Euronext Growth Paris";"EUR";"0.001";"0.001";"0.001";"0.001";"06/12/2018 09:00";"CET";"1600";"1.60"
"MECELEC COMPOSITES";"FR0000061244";"ALMEC";"Euronext Growth Paris";"EUR";"1.49";"1.49";"1.39";"1.49";"22/01/2019 11:42";"CET";"3113";"4445.65"
"MEDASYS";"FR0000052623";"MED";"Euronext Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"22/01/2019 09:00";"CET";"400";"120.00"
"MEDIA 6";"FR0000064404";"EDI";"Euronext Paris";"EUR";"12.00";"12.30";"12.00";"12.30";"22/01/2019 17:35";"CET";"51";"618.00"
"MEDIA CAPITAL";"PTGMC0AM0003";"MCP";"Euronext Lisbon";"EUR";"2.50";"2.50";"2.50";"2.50";"22/01/2019 16:30";"BST";"200";"500.00"
"MEDIA LAB";"IT0005324105";"MLLAB";"Euronext Access Paris";"EUR";"3.48";"3.48";"3.48";"3.48";"18/12/2018 16:30";"CET";"500";"1740.00"
"MEDIAN TECH NV19";"FR0013390697";"MDTNV";"Euronext Growth Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MEDIANTECHNOLOGIES";"FR0011049824";"ALMDT";"Euronext Growth Paris";"EUR";"1.15";"1.265";"1.15";"1.265";"22/01/2019 17:35";"CET";"609";"770.28"
"MEDIAWAN";"FR0013247137";"MDW";"Euronext Paris";"EUR";"12.00";"12.05";"11.95";"12.00";"22/01/2019 16:40";"CET";"101482";"1227364.00"
"MEDIAWAN WAR";"FR0013128907";"MDWBS";"Euronext Paris";"EUR";"1.17";"1.18";"1.16";"1.16";"22/01/2019 10:13";"CET";"5029";"5925.46"
"MEDICREA INTERNAT.";"FR0004178572";"ALMED";"Euronext Growth Paris";"EUR";"2.38";"2.40";"2.34";"2.34";"22/01/2019 15:24";"CET";"12192";"28840.26"
"MEDINCELL";"FR0004065605";"MEDCL";"Euronext Paris";"EUR";"6.40";"6.50";"6.40";"6.50";"22/01/2019 15:05";"CET";"2446";"15836.80"
"MEDIOCREDITO EUROP";"IT0004844848";"MLMCE";"Euronext Access Paris";"EUR";"4.30";"4.30";"4.30";"4.30";"28/11/2012 10:24";"CET";"100";"430.00"
"MELEXIS";"BE0165385973";"MELE";"Euronext Brussels";"EUR";"57.35";"57.40";"56.20";"56.50";"22/01/2019 17:35";"CET";"47347";"2685302.00"
"MEMSCAP REGPT";"FR0010298620";"MEMS";"Euronext Paris";"EUR";"2.03";"2.19";"2.03";"2.19";"22/01/2019 15:43";"CET";"27334";"58410.85"
"MERCIALYS";"FR0010241638";"MERY";"Euronext Paris";"EUR";"12.84";"12.96";"12.77";"12.87";"22/01/2019 17:35";"CET";"82110";"1056984.74"
"MERCK AND CO INC";"US58933Y1055";"MRK";"Euronext Paris";"EUR";"66.50";"67.00";"66.50";"67.00";"22/01/2019 15:55";"CET";"114";"7628.00"
"MERSEN";"FR0000039620";"MRN";"Euronext Paris";"EUR";"26.70";"26.75";"26.45";"26.55";"22/01/2019 17:35";"CET";"16275";"432529.90"
"MERSEN NV19";"FR0013383544";"MRNNV";"Euronext Paris";"EUR";"25.75";"25.75";"25.75";"25.75";"21/01/2019 16:30";"CET";"2000";"51500.00"
"METABOLIC EXPLORER";"FR0004177046";"METEX";"Euronext Paris";"EUR";"1.602";"1.62";"1.572";"1.588";"22/01/2019 17:35";"CET";"25034";"40170.04"
"METALLIANCE";"FR0010492181";"MLETA";"Euronext Access Paris";"EUR";"12.50";"12.50";"12.50";"12.50";"24/12/2018 11:30";"CET";"50";"625.00"
"METHANOR";"FR0011217710";"ALMET";"Euronext Growth Paris";"EUR";"4.82";"4.84";"4.66";"4.66";"22/01/2019 16:33";"CET";"2140";"10166.64"
"METHORIOS CAPITAL";"IT0004615396";"ALMTH";"Euronext Growth Paris";"EUR";"0.03";"0.03";"0.03";"0.03";"03/10/2016 09:00";"CET";"1";"0.03"
"METRICS IN BALANCE";"BE0974328602";"MLMIB";"Euronext Access Paris";"EUR";"6.99";"6.99";"6.99";"6.99";"18/05/2018 11:30";"CET";"70";"489.30"
"METROPOLE TV";"FR0000053225";"MMT";"Euronext Paris";"EUR";"13.52";"13.64";"13.39";"13.48";"22/01/2019 17:35";"CET";"76300";"1031801.49"
"MG INTERNATIONAL";"FR0010204453";"ALMGI";"Euronext Growth Paris";"EUR";"2.50";"2.50";"2.50";"2.50";"22/01/2019 11:30";"CET";"3200";"8000.00"
"MGI DIGITAL GRAPHI";"FR0010353888";"ALMDG";"Euronext Growth Paris";"EUR";"45.30";"45.30";"44.20";"44.35";"22/01/2019 17:21";"CET";"2111";"94459.10"
"MICHELIN";"FR0000121261";"ML";"Euronext Paris";"EUR";"92.88";"93.48";"91.60";"93.00";"22/01/2019 17:35";"CET";"381760";"35390729.96"
